legal_term,sense_id,plain_term,category,change_allowed,context,notes
አለበት,obligation,አለበት,modal_verb,no,Imposes mandatory legal duty,Keep wording stable
አይፈቀድለትም,prohibition,አይፈቀድም,prohibition,no,Explicit legal prohibition,Do not weaken
ይቆጠራል,legal_classification,እንደ … ይቈጠራል,verb_phrase,no,Legal deeming or classification,Legal fiction
ኃላፊ ይሆናል,liability,ተጠያቂ ይሆናል,verb_phrase,yes,Imposition of legal responsibility,Normalize liability wording
ዋጋ አይኖራቸውም,invalidity,ኃይል የለውም,verb_phrase,yes,Clause has no legal effect,Standard invalidity phrase
አይጸናም,invalidity,አይጸናም,verb_phrase,no,Legal non-validity,Keep precise term
አይቻልም,prohibition,አይቻልም,prohibition,no,Absolute legal impossibility,Do not soften
መቃወሚያ,legal_remedy,መቃወሚያ,noun,no,Formal legal objection,Technical term
ማስታወቂያ,legal_notice,ማስታወቂያ,noun,no,Required legal notice,Do not simplify
ውልን ማቋረጥ,termination,ውል መቋረጥ,verb_phrase,yes,Ending a contract,Normalize infinitive
ውልን ማፍረስ,rescission,ውል ማፍረስ,verb_phrase,no,Judicial rescission of contract,Distinct from termination
መመዝገብ,registration,መመዝገብ,verb,no,Formal legal registration,Keep original
ማስረከብ ግዴታ,delivery_obligation,ማስረከብ ግዴታ,noun,no,Seller’s duty to deliver,Technical obligation
መያዣ ዋስትና,security_interest,መያዣ ዋስትና,noun,no,Security right over business,Do not simplify
መያዣ ማድረግ,pledge,መያዣ ማድረግ,verb_phrase,no,Creating security interest,Technical act
ሦስተኛ ወገን,third_party,ሦስተኛ ወገን,noun,no,Person not party to contract,Standard legal term
በጽሁፍ ካልሆነ,writing_requirement,በጽሁፍ ካልሆነ,condition,no,Written-form requirement,Formal validity condition
ተጠያቂ ሊሆን ይችላል,possible_liability,ተጠያቂ ሊሆን ይችላል,verb_phrase,no,Potential legal liability,Conditional liability
ይሰጣል,entitlement,ይሰጣል,verb,no,Granting of legal right or benefit,Keep neutral
ይከፍላል,payment_duty,ይከፍላል,verb,no,Immediate duty to pay,Do not weaken

legal_term,sense_id,plain_term,category,change_allowed,context,notes
ውድቅ ማድረግ,rejection,ውድቅ ማድረግ,verb_phrase,no,Court dismisses objections,Procedural term
ይደረጋል,procedural_action,ይደረጋል,verb,no,Legal or procedural action ordered,Neutral legal verb
ትርፍ ገንዘብ,surplus,ትርፍ ገንዘብ,noun,no,Remaining amount after distribution,Financial legal term
በሐራጅ መሸጥ,auction_sale,በሐራጅ መሸጥ,verb_phrase,no,Judicial auction sale,Do not simplify
ያዝዛል,court_order,ያዝዛል,verb,no,Court issues binding order,Strong judicial verb
የዋስትና መብት,security_right,የዋስትና መብት,noun,no,Right arising from security,Technical property right
ካልተመዘገበ በስተቀር,registration_condition,ካልተመዘገበ በስተቀር,condition,no,Effectiveness depends on registration,Formal condition
የውል ቃል,contract_clause,የውል ቃል,noun,no,Specific clause of a contract,Keep precise
መዛወር,relocation,መዛወር,verb,no,Change of business location,Neutral legal action
ማስተካከል,amendment,ማስተካከል,verb,no,Adjustment of registration or record,Procedural
የመከታተል መብት,follow_up_right,የመከታተል መብት,noun,no,Right of security to follow asset,Technical security concept
ፈራሽ ይሆናል,voidable,ፈራሽ ይሆናል,verb_phrase,no,Lease becomes voidable,Distinct from termination
የዋስትና ገንዘብ,security_deposit,የዋስትና ገንዘብ,noun,no,Deposit securing obligations,Keep technical
ሙሉ ለሙሉ ይመለስ,full_refund,ሙሉ ለሙሉ መመለስ,verb_phrase,yes,Return of full security amount,Normalize infinitive
የጽሁፍ ፈቃድ,written_consent,የጽሁፍ ፈቃድ,noun,no,Formal written approval,Do not simplify
በጋዜጣ ማስታወቅ,publication_notice,በጋዜጣ ማስታወቅ,verb_phrase,no,Mandatory public notice,Formal requirement
ኃላፊነት አለበት,mandatory_liability,ኃላፊነት አለበት,verb_phrase,no,Imposition of strict responsibility,Strong liability
ያስገድደዋል,compulsion,ያስገድደዋል,verb,no,Law forces immediate action,Coercive legal effect
ተወዳዳሪ ንግድ,competitive_business,ተወዳዳሪ ንግድ,noun,no,Competing commercial activity,Competition law concept
ኪሳራ እንዲከፍል,damages,ኪሳራ መክፈል,verb_phrase,yes,Compensation for loss,Normalize infinitive
ክልከላ,non_compete_limit,ክልከላ,noun,no,Contractual restriction,Time-bound restriction
መዋጮ,contribution,መዋጮ,noun,no,Membership or capital contribution,Corporate law term
ማህበርተኛ,member,ማህበርተኛ,noun,no,Member of business association,Defined legal role
ንግድ ማህበር,business_association,ንግድ ማህበር,noun,no,Commercial legal entity,Statutory definition
መመስረቻ ጽሁፍ,articles_of_association,መመስረቻ ጽሁፍ,noun,no,Foundational document,Formal constitutive document
ከንግድ መዝገብ መሰረዝ,deregistration,ከንግድ መዝገብ መሰረዝ,verb_phrase,no,Removal from commercial register,End of legal existence

legal_term,sense_id,plain_term,category,change_allowed,context,notes
ሕጋዊ ሰውነት,legal_personality,ሕጋዊ ሰውነት,noun,no,Existence as a legal person,Core corporate concept
አይኖረውም,loss_of_status,አይኖረውም,verb,no,Legal status ceases,Do not soften
ሸሪክ,partner,ሸሪክ,noun,no,Partner in a business association,Defined role
የማህበሩ ስም መለወጥ,name_change,የማህበሩ ስም መለወጥ,verb_phrase,no,Change of registered name,Formal requirement
የማህበሩ ሀብት,company_assets,የማህበሩ ሀብት,noun,no,Assets belonging to the association,Corporate property
በዓይነት መዋጮ,contribution_in_kind,በዓይነት መዋጮ,noun,no,Non-cash contribution,Technical term
በጥሬ ገንዘብ መክፈል,cash_payment,በጥሬ ገንዘብ መክፈል,verb_phrase,no,Payment in cash,Financial obligation
ግምት,valuation,ግምት,noun,no,Valuation of contribution,Technical assessment
ትክክለኛ ዋጋ,true_value,ትክክለኛ ዋጋ,noun,no,Correct market value,Precision required
የመጠቀም መብት,usufruct,use_right,noun,no,Right to use property without ownership,Civil law concept
የመቀበል መብት,receivables_right,የመቀበል መብት,noun,no,Right to receive money,Debt-related right
አደጋ መተላለፍ,risk_transfer,አደጋ መተላለፍ,verb_phrase,no,Transfer of risk,Sales law concept
በማህበሩ ጥፊት,association_fault,በማህበሩ ጥፊት,noun,no,Fault attributable to the association,Liability trigger
ወለድ,interest,ወለድ,noun,no,Interest on late payment,Financial sanction
መቀጫ,penalty,መቀጫ,noun,no,Penalty for non-compliance,Do not weaken
የማህበሩ ስብሰባ,assembly,የማህበሩ ስብሰባ,noun,no,Formal meeting of partners,Governance term
ድምፅ የመስጠት መብት,voting_right,ድምፅ የመስጠት መብት,noun,no,Right to vote,Core membership right
የሒሳብ መግለጫ,financial_statement,የሒሳብ መግለጫ,noun,no,Accounting disclosure,Technical financial term
የሥራ ክንውን ሪፖርት,activity_report,የሥራ ክንውን ሪፖርት,noun,no,Annual activity report,Governance requirement
በአንድነትና በነጠሊ ተጠያቂ,joint_and_several_liability,በአንድነትና በነጠሊ ተጠያቂ,verb_phrase,no,Joint and several liability,Strict liability rule
ማስጠንቀቂያ,prior_notice,ማስጠንቀቂያ,noun,no,Required prior warning,Procedural safeguard
የትርፍና ኪሳራ ክፍፍል,profit_loss_sharing,የትርፍና ኪሳራ ክፍፍል,noun,no,Distribution of profit and loss,Core partnership rule
የማህበሩ ሥራ አመራር,management,የማህበሩ ሥራ አመራር,noun,no,Management structure,Governance concept
ሥራ አስኪያጅ,manager,ሥራ አስኪያጅ,noun,no,Person managing the association,Defined role
ሥልጣን አላግባብ መገልገል,abuse_of_authority,ሥልጣን አላግባብ መገልገል,verb_phrase,no,Abuse of managerial power,Liability-triggering conduct
በቅን ልቦና,good_faith,በቅን ልቦና,noun,no,Good faith of third parties,Protective principle
ይሽራል,judicial_removal,ይሽራል,verb,no,Court removes a manager or auditor,Judicial power
ሙሉ ስምምነት,unanimous_consent,ሙሉ ስምምነት,noun,no,Unanimous agreement of partners,High decision threshold
ድምፅ ብልጫ,majority_vote,ድምፅ ብልጫ,noun,no,Decision by majority vote,Governance rule
ሒሳብ አጣሪ,auditor,ሒሳብ አጣሪ,noun,no,Person auditing accounts,Technical oversight role
ማፍረስ,dissolution,ማፍረስ,verb_phrase,no,Formal dissolution of association,End of existence
መዋጮ መመለስ,return_of_contribution,መዋጮ መመለስ,verb_phrase,no,Refund of contributions after dissolution,Conditional right

legal_term,sense_id,plain_term,category,change_allowed,context,notes
የትርፍና ኪሳራ አከፋፈል,profit_loss_distribution,የትርፍና ኪሳራ አከፋፈል,noun,no,Distribution after debts and contributions settled,Core liquidation rule
ኪሳራው ይከፋፈላል,loss_sharing,ኪሳራው ይከፋፈላል,verb_phrase,no,Loss shared among partners,Strict rule
ኃላፊነታቸው ያልተወሰነ ሸሪክ,unlimited_partner,ኃላፊነታቸው ያልተወሰነ ሸሪክ,noun,no,Partner with unlimited liability,Do not simplify
ኃላፊነታቸው የተወሰነ ሸሪክ,limited_partner,ኃላፊነታቸው የተወሰነ ሸሪክ,noun,no,Partner with limited liability,Defined legal status
በአንድነትና በተናጠል ኃላፊ,joint_and_several_liability,በአንድነትና በተናጠል ኃላፊ,verb_phrase,no,Liability to third parties,High-risk obligation
የማህበሩ መመስረቻ ጽሁፍ,articles_of_association,የማህበሩ መመስረቻ ጽሁፍ,noun,no,Foundational document of association,Formal document
የሞያ መዋጮ,professional_contribution,የሞያ መዋጮ,noun,no,Contribution in professional service,Restricted for limited partners
ተፈፃሚነት,applicability,ተፈፃሚነት,noun,no,Whether provisions apply,Legal effect term
በቅን ልቦና የተቀበለ,good_faith_receipt,በቅን ልቦና የተቀበለ,verb_phrase,no,Profit received in good faith,Protection clause
የሒሳብ ሚዛን,certified_balance_sheet,የሒሳብ ሚዛን,noun,no,Approved financial balance sheet,Accounting term
ክልከላ,prohibition,ክልከላ,noun,no,Legal prohibition,Do not weaken
የሥራ አስኪያጅ መሆን,acting_as_manager,የሥራ አስኪያጅ መሆን,verb_phrase,no,Acting as manager role,Triggers liability
የሥራ አስኪያጅነት ሥራ,managerial_acts,የሥራ አስኪያጅነት ሥራ,noun,no,Acts considered management,Defined by law
ማህበሩ ማፍረስ,dissolution_event,ማህበሩ ማፍረስ,verb_phrase,no,Dissolution of association,End-stage process
ድርሻ ማስተላለፍ,transfer_of_share,ድርሻ ማስተላለፍ,verb_phrase,no,Transfer of partnership share,Consent-based
ሙሉ ስምምነት,unanimous_consent,ሙሉ ስምምነት,noun,no,Consent of all partners,Decision threshold
ድምፅ ልዩነት,voting_variation,ድምፅ ልዩነት,noun,no,Different voting arrangements,By agreement only
የሞያ አገልግሎት,professional_service,የሞያ አገልግሎት,noun,no,Licensed professional service,Definition clause
የሞያው ደጋፊ አገልግሎት,ancillary_professional_service,የሞያው ደጋፊ አገልግሎት,noun,no,Service supporting professional work,Related service
የሕግ ሰውነት,separate_legal_personality,የሕግ ሰውነት,noun,no,Separate legal personality,Foundational principle
ተጠያቂ አይሆንም,no_liability,ተጠያቂ አይሆንም,verb,no,Exemption from liability,Strict exception
ዕዳ እና ኃላፊነት,prior_debts_liability,ዕዳ እና ኃላፊነት,noun,no,Debts incurred before exit,Continuing liability
በንግድ መዝገብ መመዝገብ,registry_entry,በንግድ መዝገብ መመዝገብ,verb_phrase,no,Recording changes in trade register,Public notice
ድርሻ ተሰልቶ መክፈል,share_valuation_payment,ድርሻ ተሰልቶ መክፈል,verb_phrase,no,Cash settlement of exiting partner share,No substitution right
ሶስት አራተኛ ስምምነት,three_quarter_majority,ሶስት አራተኛ ስምምነት,noun,no,¾ majority approval,Heightened threshold
የጊዜ ገደብ,time_limit,የጊዜ ገደብ,noun,no,Statutory time limit,Procedural rule
ጊዜ ማራዘም,extension_of_time,ጊዜ ማራዘም,verb_phrase,no,Extension granted by authority,Discretionary
ባለቤትነት መቆየት,retention_of_ownership,ባለቤትነት መቆየት,verb_phrase,no,Ownership of contribution retained,Default rule
ሥራ አስኪያጅ ሥልጣን,managerial_authority,ሥራ አስኪያጅ ሥልጣን,noun,no,Authority of manager,Defined internally
መቃወሚያ አይሆንም,non_opposable,መቃወሚያ አይሆንም,verb,no,Not opposable to third parties,Registration principle
የማስረዳት ግዴታ,duty_to_account,የማስረዳት ግዴታ,noun,no,Duty to explain and report,Non-waivable
መቆጣጠር,right_of_supervision,መቆጣጠር,verb,no,Partners’ right to supervise manager,Governance control
ሥራ አስኪያጅ መሻር,removal_of_manager,ሥራ አስኪያጅ መሻር,verb_phrase,no,Removal for sufficient cause,Judicial or internal
ተጠያቂ ይሆናል,personal_liability,ተጠያቂ ይሆናል,verb,no,Personal liability arises,Strict consequence

legal_term,sense_id,plain_term,category,change_allowed,context,notes
ሸሪክን ከማህበሩ ማስወጣት,expulsion_of_partner,ሸሪክን ከማህበሩ ማስወጣት,verb_phrase,no,Court-ordered removal of a partner,Severe remedy
ጥፊተኛ ሸሪክ,faulty_partner,ጥፊተኛ ሸሪክ,noun,no,Partner at fault causing dispute,Ground for expulsion
ፍርድ ቤት ማዘዝ,court_order,ፍርድ ቤት ማዘዝ,verb_phrase,no,Judicial power to order actions,Formal authority
ከማህበሩ መውጣት,partner_exit,ከማህበሩ መውጣት,verb_phrase,no,Exit of partner from association,Defined by contract
የመውጣት ምክንያት,exit_ground,የመውጣት ምክንያት,noun,no,Grounds for partner exit,Contractual or legal
ድርሻ መክፈል,share_payout,ድርሻ መክፈል,verb_phrase,no,Payment of exiting partner’s share,Valuation-based
ተፈፃሚ ድንጋጌዎች,applicable_provisions,ተፈፃሚ ድንጋጌዎች,noun,no,Provisions applicable by reference,Legal incorporation
እሽሙር ማህበር,limited_partnership,እሽሙር ማህበር,noun,no,Special partnership type,Technical term
የአክሲዮን ማህበር,share_company,የአክሲዮን ማህበር,noun,no,Joint-stock company,Core definition
ዋና ገንዘብ,share_capital,ዋና ገንዘብ,noun,no,Subscribed capital,Accounting core
ካፒታል,capital,ካፒታል,noun,no,Capital of company,Equivalent term
ባለአክሲዮን,shareholder,ባለአክሲዮን,noun,no,Holder of shares,Defined status
የአክሲዮን ዋጋ,par_value,የአክሲዮን ዋጋ,noun,no,Nominal value per share,Statutory minimum
ለሕዝብ ክፍት አክሲዮን,public_share_issue,ለሕዝብ ክፍት አክሲዮን,noun,no,Public share offering,Regulated
አደራጅ,promoter,አደራጅ,noun,no,Person promoting incorporation,Distinct role
መግለጫ,prospectus,መግለጫ,noun,no,Disclosure document for investors,Strict content
ምስረታ ኃላፊነት,formation_liability,ምስረታ ኃላፊነት,noun,no,Liability during formation phase,Personal liability
የሕግ ሰውነት,legal_personality,የሕግ ሰውነት,noun,no,Separate legal existence,Fundamental principle
ይርጋ,limitation_period,ይርጋ,noun,no,Statutory limitation period,Time bar
የኃላፊነት ክስ,liability_claim,የኃላፊነት ክስ,noun,no,Civil claim for liability,Procedural
መሥራቾች,founders,መሥራቾች,noun,no,Founders of company,Distinct from promoters
ልዩ ጥቅም,special_benefit,ልዩ ጥቅም,noun,no,Special benefit to promoters,Strictly capped
ተጣራ ትርፍ,net_profit,ተጣራ ትርፍ,noun,no,Net distributable profit,Accounting term
የድካም ዋጋ,promoter_remuneration,የድካም ዋጋ,noun,no,Remuneration for effort,Not in shares
በጥሬ ገንዘብ መክፈል,cash_payment,በጥሬ ገንዘብ መክፈል,verb_phrase,no,Cash-only payment requirement,No substitution
የመመስረቻ ሁኔታዎች,formation_requirements,የመመስረቻ ሁኔታዎች,noun,no,Statutory incorporation conditions,Mandatory
ዝግ የባንክ ሒሳብ,blocked_bank_account,ዝግ የባንክ ሒሳብ,noun,no,Blocked account for capital,Protection mechanism
በዓይነት መዋጮ,in_kind_contribution,በዓይነት መዋጮ,noun,no,Non-cash contribution,Requires valuation
የግምት ሪፖርት,valuation_report,የግምት ሪፖርት,noun,no,Expert valuation report,Audit-linked
የምስረታ ኦዲት,formation_audit,የምስረታ ኦዲት,noun,no,Audit of formation process,Pre-registration
ዳይሬክተሮች ቦርድ,board_of_directors,ዳይሬክተሮች ቦርድ,noun,no,Governing board,Collective liability
ፈራሚዎች ጉባኤ,subscribers_meeting,ፈራሚዎች ጉባኤ,noun,no,Meeting of subscribers,Formation stage
የንግድ መዝገብ,commercial_register,የንግድ መዝገብ,noun,no,Official trade register,Public record
ምዝገባ,registration,ምዝገባ,noun,no,Legal registration act,Creates personality
ሕጋዊ ሁኔታዎች,legal_conditions,ሕጋዊ ሁኔታዎች,noun,no,Statutory legal conditions,Validity test
ማህበር መፍረስ,company_dissolution,ማህበር መፍረስ,verb_phrase,no,Judicial or statutory dissolution,End of existence
የአክሲዮን ዓይነት,share_type,የአክሲዮን ዓይነት,noun,no,Registered or bearer share,Classification
በስም የተመዘገበ አክሲዮን,registered_share,በስም የተመዘገበ አክሲዮን,noun,no,Share registered to owner,Modern default
ሊመጪው አክሲዮን,bearer_share,ሊመጪው አክሲዮን,noun,no,Bearer share,Transitional only
የሽግግር ጊዜ,transitional_period,የሽግግር ጊዜ,noun,no,Time allowed for conversion,Non-extendable
የዋጋ ብልጫ,share_premium,የዋጋ ብልጫ,noun,no,Amount above par value,Capital reserve
የአክሲዮን ምስክር ወረቀት,share_certificate,የአክሲዮን ምስክር ወረቀት,noun,no,Certificate evidencing ownership,Post-registration only
አክሲዮን አለመከፋፈል,indivisible_share,አክሲዮን አለመከፋፈል,noun,no,Share indivisibility rule,Single unit
የጋራ ባለቤትነት,joint_ownership,የጋራ ባለቤትነት,noun,no,Joint ownership of share,Requires representative
የጋራ ወኪል,joint_representative,የጋራ ወኪል,noun,no,Representative of joint owners,Mandatory for rights
መያዣ,pledge,መያዣ,noun,no,Pledge over shares,Security interest
አላባ,usufruct,አላባ,noun,no,Usufruct right over shares,Civil law concept
የቀዳሚነት መብት,preemptive_right,የቀዳሚነት መብት,noun,no,Right of first refusal,Shareholder protection
የአክሲዮን መዝገብ,share_register,የአክሲዮን መዝገብ,noun,no,Register of shareholders,Authoritative record
ግልባጭ መስጠት,certified_extract,ግልባጭ መስጠት,verb_phrase,no,Providing certified copy,Access right
የመንግስት አካል,public_authority,የመንግስት አካል,noun,no,Competent government body,Regulatory power
የራስ አክሲዮን መግዛት,treasury_shares,የራስ አክሲዮን መግዛት,verb_phrase,no,Company buying own shares,Strict conditions
ድምፅ መታገድ,voting_suspension,ድምፅ መታገድ,noun,no,Suspension of voting rights,Automatic consequence


legal_term,sense_id,plain_term,category,change_allowed,context,notes
የራስ አክሲዮን መግዛት,capital_reduction_context,የራስ አክሲዮን መግዛት,verb_phrase,no,When company repurchases its own shares as part of capital reduction,Highly regulated act
የባለአክሲዮኖች አስቸኳይ ጠቅላላ ጉባኤ,extraordinary_general_meeting,የባለአክሲዮኖች አስቸኳይ ጠቅላላ ጉባኤ,noun,no,Meeting convened for fundamental decisions,Distinct from ordinary meeting
አክሲዮን ዝውውር,share_transfer,አክሲዮን ዝውውር,noun,no,Transfer of share ownership,Core company law concept
የአክሲዮን ዝውውር ገደብ,transfer_restriction,የአክሲዮን ዝውውር ገደብ,noun,no,Restriction on share transfer,Must not cause excessive harm
የቦርድ ፈቃድ,board_approval,የቦርድ ፈቃድ,noun,no,Prior approval by board of directors,Procedural requirement
የቅድሚያ መብት,preemption_right,የቅድሚያ መብት,noun,no,Right to purchase shares first,Shareholder protection
ልዩ መብት ያላቸው አክሲዮኖች,preferred_shares,ልዩ መብት ያላቸው አክሲዮኖች,noun,no,Shares with preferential rights,Includes dividend or liquidation priority
ድምፅ መገደብ,voting_limitation,ድምፅ መገደብ,noun,no,Limitation of voting rights,Quantitative statutory cap
ትርፍ ብቻ የሚያስገኙ አክሲዮኖች,profit_only_shares,ትርፍ ብቻ የሚያስገኙ አክሲዮኖች,noun,no,Shares entitled only to profits,No voting by default
ያልተከፈለ የአክሲዮን ዋጋ,unpaid_share_capital,ያልተከፈለ የአክሲዮን ዋጋ,noun,no,Outstanding unpaid share value,Triggers liability
በዓይነት መዋጮ,in_kind_contribution_timing,በዓይነት መዋጮ,noun,no,Non-cash contribution to capital,Requires registration formalities
ሊመጪው አክሲዮን,bearer_share_legacy,ሊመጪው አክሲዮን,noun,no,Legacy bearer share regime,Transitional treatment
ጊዜያዊ የምስክር ወረቀት,temporary_share_certificate,noun,no,Temporary certificate issued before full payment,No transfer before full payment
በሐራጅ መሸጥ,auction_sale,በሐራጅ መሸጥ,verb_phrase,no,Forced sale of shares for non-payment,Enforcement mechanism
ዋና ገንዘብ መቀነስ,capital_reduction,ዋና ገንዘብ መቀነስ,noun,no,Reduction of share capital,Requires special procedure
ድምፅ መጥፋት,voting_right_loss,ድምፅ መጥፋት,noun,no,Loss of voting rights due to non-payment,Automatic sanction
የአናሳ ባለአክሲዮኖች መብት,minority_exit_right,noun,no,Right of minority shareholders to exit,Triggered by 90% control
የአክሲዮን ዋጋ ግምገማ,share_valuation,noun,no,Judicial or expert valuation of shares,Dispute resolution tool
ባለሞያ መሾም,expert_appointment,verb_phrase,no,Court appointment of valuation expert,Procedural safeguard
