legal_term,sense_id,plain_term,category,change_policy,context,notes
አለበት,obligation,አለበት,modal_verb,never,Imposes mandatory legal duty,Keep wording stable
አይፈቀድለትም,prohibition,አይፈቀድም,prohibition,never,Explicit legal prohibition,Do not weaken
አይቻልም,absolute_prohibition,አይቻልም,prohibition,never,Absolute legal impossibility,Do not soften
ይቆጠራል,legal_classification,እንደ … ይቆጠራል,verb_phrase,never,Legal deeming or classification,Legal fiction
ኃላፊ ይሆናል,liability,ተጠያቂ ይሆናል,verb_phrase,allowed,Imposition of legal responsibility,Normalize liability wording
ተጠያቂ ሊሆን ይችላል,possible_liability,ተጠያቂ ሊሆን ይችላል,verb_phrase,never,Conditional legal liability,Do not weaken condition
ዋጋ አይኖራቸውም,invalidity,ኃይል የለውም,verb_phrase,allowed,Clause has no legal effect,Standard invalidity phrase
አይጸናም,invalidity_strict,አይጸናም,verb_phrase,never,Legal non-validity,Keep precise term
ውልን ማቋረጥ,termination,ውል መቋረጥ,verb_phrase,allowed,Ending a contract,Normalize infinitive
ውልን ማፍረስ,rescission,ውል ማፍረስ,verb_phrase,never,Judicial rescission of contract,Distinct from termination
መመዝገብ,registration,መመዝገብ,verb,never,Formal legal registration,Keep original
ማስረከብ ግዴታ,delivery_obligation,ማስረከብ ግዴታ,noun,never,Seller duty to deliver,Technical obligation
መያዣ ዋስትና,security_interest,መያዣ ዋስትና,noun,never,Security right,Do not simplify
መያዣ ማድረግ,pledge,መያዣ ማድረግ,verb_phrase,never,Creation of security interest,Technical act
ሦስተኛ ወገን,third_party,ሦስተኛ ወገን,noun,never,Non-contracting party,Standard legal term
ማስታወቂያ,legal_notice,ማስታወቂያ,noun,never,Formal legal notice,Do not simplify
መቃወሚያ,legal_remedy,መቃወሚያ,noun,never,Formal objection,Technical term
በጽሁፍ ካልሆነ,writing_requirement,በጽሁፍ ካልሆነ,condition,never,Written-form requirement,Formal validity condition
ይሰጣል,entitlement,ይሰጣል,verb,never,Grant of legal right,Keep neutral
ይከፍላል,payment_duty,ይከፍላል,verb,never,Immediate duty to pay,Do not weaken
በ… መሠረት,causal_basis,በ… ምክንያት,connector,allowed,Legal justification,Simplify causal phrasing
በዚህ አዋጅ መሠረት,statutory_basis,በዚህ ሕግ መሠረት,connector,allowed,Reference to statute,Modern wording
እንዲሁም,additive,እና,connector,allowed,Enumeration,Simplify connector
ሆኖም,contrast,ግን,connector,allowed,Contrast clause,Shorten form
ቢሆንም,concession,ግን,connector,allowed,Concessive clause,Reduce complexity
ከ… በስተቀር,exception,ከ… በስተቀር,condition,never,Legal exception,Do not remove exception
ካል… በስተቀር,conditional_exception,ካል… በስተቀር,condition,never,Conditional exception,Preserve structure
ማንኛውም ሰው,universal_subject,ሁሉም ሰው,noun_phrase,allowed,General subject,Simplify universal reference
የተጠቀሱት,reference,የተነገሩት,reference,allowed,Backward reference,Reduce formality
የሚከተለው,forward_reference,የሚመጣው,reference,allowed,Forward reference,Simplify phrasing
እንደተጠበቀ ሆኖ,reservation,እንዲሁ ቢሆንም,connector,allowed,Legal reservation,Reduce formality
በመሆኑም,result,ስለዚህ,connector,allowed,Result clause,Simplify reasoning
ተፈጻሚነት,validity,ተፈጻሚነት,noun,never,Legal validity,Do not paraphrase
ተፈጻሚነት,execution,መፈጸም,noun,contextual,Execution or enforcement,Simplify when action-based
ተፈጻሚ ይሆናል,applicability,ይሠራል,verb_phrase,allowed,Law becomes applicable,Common simplification
መወሰን,decision,መወሰን,verb,never,Formal legal decision,Keep legal sense
መወሰን,informal_decision,መምረጥ,verb,contextual,Non-judicial choice,Simplify when non-legal
መመርመር,investigation,መመርመር,verb,never,Formal investigation,Preserve meaning
መመርመር,review,መመልከት,verb,contextual,Administrative review,Simplify when applicable


legal_term,sense_id,plain_term,category,change_allowed,rule_type,context,notes
አለበት,obligation,አለበት,modal_verb,no,same,Imposes mandatory legal duty,Keep wording stable
አይፈቀድለትም,prohibition,አይፈቀድም,prohibition,no,same,Explicit legal prohibition,Do not weaken
ይቆጠራል,legal_classification,እንደ … ይቈጠራል,verb_phrase,no,same,Legal deeming or classification,Legal fiction
ኃላፊ ይሆናል,liability,ተጠያቂ ይሆናል,verb_phrase,yes,same,Imposition of legal responsibility,Normalize liability wording
ዋጋ አይኖራቸውም,invalidity,ኃይል የለውም,verb_phrase,yes,same,Clause has no legal effect,Standard invalidity phrase
አይጸናም,invalidity,አይጸናም,verb_phrase,no,same,Legal non-validity,Keep precise term
አይቻልም,prohibition,አይቻልም,prohibition,no,same,Absolute legal impossibility,Do not soften
መቃወሚያ,legal_remedy,መቃወሚያ,noun,no,same,Formal legal objection,Technical term
ማስታወቂያ,legal_notice,ማስታወቂያ,noun,no,same,Required legal notice,Do not simplify
ውልን ማቋረጥ,termination,ውል መቋረጥ,verb_phrase,yes,same,Ending a contract,Normalize infinitive
ውልን ማፍረስ,rescission,ውል ማፍረስ,verb_phrase,no,same,Judicial rescission of contract,Distinct from termination
መመዝገብ,registration,መመዝገብ,verb,no,same,Formal legal registration,Keep original
ማስረከብ ግዴታ,delivery_obligation,ማስረከብ ግዴታ,noun,no,same,Seller’s duty to deliver,Technical obligation
መያዣ ዋስትና,security_interest,መያዣ ዋስትና,noun,no,same,Security right over business,Do not simplify
መያዣ ማድረግ,pledge,መያዣ ማድረግ,verb_phrase,no,same,Creating security interest,Technical act
ሦስተኛ ወገን,third_party,ሦስተኛ ወገን,noun,no,same,Person not party to contract,Standard legal term
በጽሁፍ ካልሆነ,writing_requirement,በጽሁፍ ካልሆነ,condition,no,same,Written-form requirement,Formal validity condition
ተጠያቂ ሊሆን ይችላል,possible_liability,ተጠያቂ ሊሆን ይችላል,verb_phrase,no,same,Potential legal liability,Conditional liability
ይሰጣል,entitlement,ይሰጣል,verb,no,same,Granting of legal right or benefit,Keep neutral
ይከፍላል,payment_duty,ይከፍላል,verb,no,same,Immediate duty to pay,Do not weaken
ውድቅ ማድረግ,rejection,ውድቅ ማድረግ,verb_phrase,no,same,Court dismisses objections,Procedural term
ይደረጋል,procedural_action,ይደረጋል,verb,no,same,Legal or procedural action ordered,Neutral legal verb
ትርፍ ገንዘብ,surplus,ትርፍ ገንዘብ,noun,no,same,Remaining amount after distribution,Financial legal term
በሐራጅ መሸጥ,auction_sale,በሐራጅ መሸጥ,verb_phrase,no,same,Judicial auction sale,Do not simplify
ያዝዛል,court_order,ያዝዛል,verb,no,same,Court issues binding order,Strong judicial verb
የዋስትና መብት,security_right,የዋስትና መብት,noun,no,same,Right arising from security,Technical property right
ካልተመዘገበ በስተቀር,registration_condition,ካልተመዘገበ በስተቀር,condition,no,same,Effectiveness depends on registration,Formal condition
የውል ቃል,contract_clause,የውል ቃል,noun,no,same,Specific clause of a contract,Keep precise
መዛወር,relocation,መዛወር,verb,no,same,Change of business location,Neutral legal action
ማስተካከል,amendment,ማስተካከል,verb,no,same,Adjustment of registration or record,Procedural
የመከታተል መብት,follow_up_right,የመከታተል መብት,noun,no,same,Right of security to follow asset,Technical security concept
ፈራሽ ይሆናል,voidable,ፈራሽ ይሆናል,verb_phrase,no,same,Lease becomes voidable,Distinct from termination
የዋስትና ገንዘብ,security_deposit,የዋስትና ገንዘብ,noun,no,same,Deposit securing obligations,Keep technical
ሙሉ ለሙሉ ይመለስ,full_refund,ሙሉ ለሙሉ መመለስ,verb_phrase,yes,same,Return of full security amount,Normalize infinitive
የጽሁፍ ፈቃድ,written_consent,የጽሁፍ ፈቃድ,noun,no,same,Formal written approval,Do not simplify
በጋዜጣ ማስታወቅ,publication_notice,በጋዜጣ ማስታወቅ,verb_phrase,no,same,Mandatory public notice,Formal requirement
ኃላፊነት አለበት,mandatory_liability,ኃላፊነት አለበት,verb_phrase,no,same,Imposition of strict responsibility,Strong liability
ያስገድደዋል,compulsion,ያስገድደዋል,verb,no,same,Law forces immediate action,Coercive legal effect
ተወዳዳሪ ንግድ,competitive_business,ተወዳዳሪ ንግድ,noun,no,same,Competing commercial activity,Competition law concept
ኪሳራ እንዲከፍል,damages,ኪሳራ መክፈል,verb_phrase,yes,same,Compensation for loss,Normalize infinitive
ክልከላ,non_compete_limit,ክልከላ,noun,no,same,Contractual restriction,Time-bound restriction
መዋጮ,contribution,መዋጮ,noun,no,same,Membership or capital contribution,Corporate law term
ማህበርተኛ,member,ማህበርተኛ,noun,no,same,Member of business association,Defined legal role
ንግድ ማህበር,business_association,ንግድ ማህበር,noun,no,same,Commercial legal entity,Statutory definition
መመስረቻ ጽሁፍ,articles_of_association,መመስረቻ ጽሁፍ,noun,no,same,Foundational document,Formal constitutive document
ከንግድ መዝገብ መሰረዝ,deregistration,ከንግድ መዝገብ መሰረዝ,verb_phrase,no,same,Removal from commercial register,End of legal existence
ሕጋዊ ሰውነት,legal_personality,ሕጋዊ ሰውነት,noun,no,same,Existence as a legal person,Core corporate concept
አይኖረውም,loss_of_status,አይኖረውም,verb,no,same,Legal status ceases,Do not soften
ሸሪክ,partner,ሸሪክ,noun,no,same,Partner in a business association,Defined role
የማህበሩ ስም መለወጥ,name_change,የማህበሩ ስም መለወጥ,verb_phrase,no,same,Change of registered name,Formal requirement
የማህበሩ ሀብት,company_assets,የማህበሩ ሀብት,noun,no,same,Assets belonging to the association,Corporate property
በዓይነት መዋጮ,contribution_in_kind,በዓይነት መዋጮ,noun,no,same,Non-cash contribution,Technical term
በጥሬ ገንዘብ መክፈል,cash_payment,በጥሬ ገንዘብ መክፈል,verb_phrase,no,same,Payment in cash,Financial obligation
ግምት,valuation,ግምት,noun,no,same,Valuation of contribution,Technical assessment
ትክክለኛ ዋጋ,true_value,ትክክለኛ ዋጋ,noun,no,same,Correct market value,Precision required
የመጠቀም መብት,usufruct,use_right,noun,no,same,Right to use property without ownership,Civil law concept
የመቀበል መብት,receivables_right,የመቀበል መብት,noun,no,same,Right to receive money,Debt-related right
አደጋ መተላለፍ,risk_transfer,አደጋ መተላለፍ,verb_phrase,no,same,Transfer of risk,Sales law concept
በማህበሩ ጥፊት,association_fault,በማህበሩ ጥፊት,noun,no,same,Fault attributable to the association,Liability trigger
ወለድ,interest,ወለድ,noun,no,same,Interest on late payment,Financial sanction
መቀጫ,penalty,መቀጫ,noun,no,same,Penalty for non-compliance,Do not weaken
የማህበሩ ስብሰባ,assembly,የማህበሩ ስብሰባ,noun,no,same,Formal meeting of partners,Governance term
ድምፅ የመስጠት መብት,voting_right,ድምፅ የመስጠት መብት,noun,no,same,Right to vote,Core membership right
የሒሳብ መግለጫ,financial_statement,የሒሳብ መግለጫ,noun,no,same,Accounting disclosure,Technical financial term
የሥራ ክንውን ሪፖርት,activity_report,የሥራ ክንውን ሪፖርት,noun,no,same,Annual activity report,Governance requirement
በአንድነትና በነጠሊ ተጠያቂ,joint_and_several_liability,በአንድነትና በነጠሊ ተጠያቂ,verb_phrase,no,same,Joint and several liability,Strict liability rule
ማስጠንቀቂያ,prior_notice,ማስጠንቀቂያ,noun,no,same,Required prior warning,Procedural safeguard
የትርፍና ኪሳራ ክፍፍል,profit_loss_sharing,የትርፍና ኪሳራ ክፍፍል,noun,no,same,Distribution of profit and loss,Core partnership rule
የማህበሩ ሥራ አመራር,management,የማህበሩ ሥራ አመራር,noun,no,same,Management structure,Governance concept
ሥራ አስኪያጅ,manager,ሥራ አስኪያጅ,noun,no,same,Person managing the association,Defined role
ሥልጣን አላግባብ መገልገል,abuse_of_authority,ሥልጣን አላግባብ መገልገል,verb_phrase,no,same,Abuse of managerial power,Liability-triggering conduct
በቅን ልቦና,good_faith,በቅን ልቦና,noun,no,same,Good faith of third parties,Protective principle
ይሽራል,judicial_removal,ይሽራል,verb,no,same,Court removes a manager or auditor,Judicial power
ሙሉ ስምምነት,unanimous_consent,ሙሉ ስምምነት,noun,no,same,Unanimous agreement of partners,High decision threshold
ድምፅ ብልጫ,majority_vote,ድምፅ ብልጫ,noun,no,same,Decision by majority vote,Governance rule
ሒሳብ አጣሪ,auditor,ሒሳብ አጣሪ,noun,no,same,Person auditing accounts,Technical oversight role
ማፍረስ,dissolution,ማፍረስ,verb_phrase,no,same,Formal dissolution of association,End of existence
መዋጮ መመለስ,return_of_contribution,መዋጮ መመለስ,verb_phrase,no,same,Refund of contributions after dissolution,Conditional right
የትርፍና ኪሳራ አከፋፈል,profit_loss_distribution,የትርፍና ኪሳራ አከፋፈል,noun,no,same,Distribution after debts and contributions settled,Core liquidation rule
ኪሳራው ይከፋፈላል,loss_sharing,ኪሳራው ይከፋፈላል,verb_phrase,no,same,Loss shared among partners,Strict rule
ኃላፊነታቸው ያልተወሰነ ሸሪክ,unlimited_partner,ኃላፊነታቸው ያልተወሰነ ሸሪክ,noun,no,same,Partner with unlimited liability,Do not simplify
ኃላፊነታቸው የተወሰነ ሸሪክ,limited_partner,ኃላፊነታቸው የተወሰነ ሸሪክ,noun,no,same,Partner with limited liability,Defined legal status
በአንድነትና በተናጠል ኃላፊ,joint_and_several_liability,በአንድነትና በተናጠል ኃላፊ,verb_phrase,no,same,Liability to third parties,High-risk obligation
የማህበሩ መመስረቻ ጽሁፍ,articles_of_association,የማህበሩ መመስረቻ ጽሁፍ,noun,no,same,Foundational document of association,Formal document
የሞያ መዋጮ,professional_contribution,የሞያ መዋጮ,noun,no,same,Contribution in professional service,Restricted for limited partners
ተፈፃሚነት,applicability,ተፈፃሚነት,noun,no,same,Whether provisions apply,Legal effect term
በቅን ልቦና የተቀበለ,good_faith_receipt,በቅን ልቦና የተቀበለ,verb_phrase,no,same,Profit received in good faith,Protection clause
የሒሳብ ሚዛን,certified_balance_sheet,የሒሳብ ሚዛን,noun,no,same,Approved financial balance sheet,Accounting term
ክልከላ,prohibition,ክልከላ,noun,no,same,Legal prohibition,Do not weaken
የሥራ አስኪያጅ መሆን,acting_as_manager,የሥራ አስኪያጅ መሆን,verb_phrase,no,same,Acting as manager role,Triggers liability
የሥራ አስኪያጅነት ሥራ,managerial_acts,የሥራ አስኪያጅነት ሥራ,noun,no,same,Acts considered management,Defined by law
ማህበሩ ማፍረስ,dissolution_event,ማህበሩ ማፍረስ,verb_phrase,no,same,Dissolution of association,End-stage process
ድርሻ ማስተላለፍ,transfer_of_share,ድርሻ ማስተላለፍ,verb_phrase,no,same,Transfer of partnership share,Consent-based
ሙሉ ስምምነት,unanimous_consent,ሙሉ ስምምነት,noun,no,same,Consent of all partners,Decision threshold
ድምፅ ልዩነት,voting_variation,ድምፅ ልዩነት,noun,no,same,Different voting arrangements,By agreement only
የሞያ አገልግሎት,professional_service,የሞያ አገልግሎት,noun,no,same,Licensed professional service,Definition clause
የሞያው ደጋፊ አገልግሎት,ancillary_professional_service,የሞያው ደጋፊ አገልግሎት,noun,no,same,Service supporting professional work,Related service
የሕግ ሰውነት,separate_legal_personality,የሕግ ሰውነት,noun,no,same,Separate legal personality,Foundational principle
ተጠያቂ አይሆንም,no_liability,ተጠያቂ አይሆንም,verb,no,same,Exemption from liability,Strict exception
ዕዳ እና ኃላፊነት,prior_debts_liability,ዕዳ እና ኃላፊነት,noun,no,same,Debts incurred before exit,Continuing liability
በንግድ መዝገብ መመዝገብ,registry_entry,በንግድ መዝገብ መመዝገብ,verb_phrase,no,same,Recording changes in trade register,Public notice
ድርሻ ተሰልቶ መክፈል,share_valuation_payment,ድርሻ ተሰልቶ መክፈል,verb_phrase,no,same,Cash settlement of exiting partner share,No substitution right
ሶስት አራተኛ ስምምነት,three_quarter_majority,ሶስት አራተኛ ስምምነት,noun,no,same,¾ majority approval,Heightened threshold
የጊዜ ገደብ,time_limit,የጊዜ ገደብ,noun,no,same,Statutory time limit,Procedural rule
ጊዜ ማራዘም,extension_of_time,ጊዜ ማራዘም,verb_phrase,no,same,Extension granted by authority,Discretionary
ባለቤትነት መቆየት,retention_of_ownership,ባለቤትነት መቆየት,verb_phrase,no,same,Ownership of contribution retained,Default rule
ሥራ አስኪያጅ ሥልጣን,managerial_authority,ሥራ አስኪያጅ ሥልጣን,noun,no,same,Authority of manager,Defined internally
መቃወሚያ አይሆንም,non_opposable,መቃወሚያ አይሆንም,verb,no,same,Not opposable to third parties,Registration principle
የማስረዳት ግዴታ,duty_to_account,የማስረዳት ግዴታ,noun,no,same,Duty to explain and report,Non-waivable
መቆጣጠር,right_of_supervision,መቆጣጠር,verb,no,same,Partners’ right to supervise manager,Governance control
ሥራ አስኪያጅ መሻር,removal_of_manager,ሥራ አስኪያጅ መሻር,verb_phrase,no,same,Removal for sufficient cause,Judicial or internal
ተጠያቂ ይሆናል,personal_liability,ተጠያቂ ይሆናል,verb,no,same,Personal liability arises,Strict consequence
ሸሪክን ከማህበሩ ማስወጣት,expulsion_of_partner,ሸሪክን ከማህበሩ ማስወጣት,verb_phrase,no,same,Court-ordered removal of a partner,Severe remedy
ጥፊተኛ ሸሪክ,faulty_partner,ጥፊተኛ ሸሪክ,noun,no,same,Partner at fault causing dispute,Ground for expulsion
ፍርድ ቤት ማዘዝ,court_order,ፍርድ ቤት ማዘዝ,verb_phrase,no,same,Judicial power to order actions,Formal authority
ከማህበሩ መውጣት,partner_exit,ከማህበሩ መውጣት,verb_phrase,no,same,Exit of partner from association,Defined by contract
የመውጣት ምክንያት,exit_ground,የመውጣት ምክንያት,noun,no,same,Grounds for partner exit,Contractual or legal
ድርሻ መክፈል,share_payout,ድርሻ መክፈል,verb_phrase,no,same,Payment of exiting partner’s share,Valuation-based
ተፈፃሚ ድንጋጌዎች,applicable_provisions,ተፈፃሚ ድንጋጌዎች,noun,no,same,Provisions applicable by reference,Legal incorporation
እሽሙር ማህበር,limited_partnership,እሽሙር ማህበር,noun,no,same,Special partnership type,Technical term
የአክሲዮን ማህበር,share_company,የአክሲዮን ማህበር,noun,no,same,Joint-stock company,Core definition
ዋና ገንዘብ,share_capital,ዋና ገንዘብ,noun,no,same,Subscribed capital,Accounting core
ካፒታል,capital,ካፒታል,noun,no,same,Capital of company,Equivalent term
ባለአክሲዮን,shareholder,ባለአክሲዮን,noun,no,same,Holder of shares,Defined status
የአክሲዮን ዋጋ,par_value,የአክሲዮን ዋጋ,noun,no,same,Nominal value per share,Statutory minimum
ለሕዝብ ክፍት አክሲዮን,public_share_issue,ለሕዝብ ክፍት አክሲዮን,noun,no,same,Public share offering,Regulated
አደራጅ,promoter,አደራጅ,noun,no,same,Person promoting incorporation,Distinct role
መግለጫ,prospectus,መግለጫ,noun,no,same,Disclosure document for investors,Strict content
ምስረታ ኃላፊነት,formation_liability,ምስረታ ኃላፊነት,noun,no,same,Liability during formation phase,Personal liability
የሕግ ሰውነት,legal_personality,የሕግ ሰውነት,noun,no,same,Separate legal existence,Fundamental principle
ይርጋ,limitation_period,ይርጋ,noun,no,same,Statutory limitation period,Time bar
የኃላፊነት ክስ,liability_claim,የኃላፊነት ክስ,noun,no,same,Civil claim for liability,Procedural
መሥራቾች,founders,መሥራቾች,noun,no,same,Founders of company,Distinct from promoters
ልዩ ጥቅም,special_benefit,ልዩ ጥቅም,noun,no,same,Special benefit to promoters,Strictly capped
ተጣራ ትርፍ,net_profit,ተጣራ ትርፍ,noun,no,same,Net distributable profit,Accounting term
የድካም ዋጋ,promoter_remuneration,የድካም ዋጋ,noun,no,same,Remuneration for effort,Not in shares
በጥሬ ገንዘብ መክፈል,cash_payment,በጥሬ ገንዘብ መክፈል,verb_phrase,no,same,Cash-only payment requirement,No substitution
የመመስረቻ ሁኔታዎች,formation_requirements,የመመስረቻ ሁኔታዎች,noun,no,same,Statutory incorporation conditions,Mandatory
ዝግ የባንክ ሒሳብ,blocked_bank_account,ዝግ የባንክ ሒሳብ,noun,no,same,Blocked account for capital,Protection mechanism
በዓይነት መዋጮ,in_kind_contribution,በዓይነት መዋጮ,noun,no,same,Non-cash contribution,Requires valuation
የግምት ሪፖርት,valuation_report,የግምት ሪፖርት,noun,no,same,Expert valuation report,Audit-linked
የምስረታ ኦዲት,formation_audit,የምስረታ ኦዲት,noun,no,same,Audit of formation process,Pre-registration
ዳይሬክተሮች ቦርድ,board_of_directors,ዳይሬክተሮች ቦርድ,noun,no,same,Governing board,Collective liability
ፈራሚዎች ጉባኤ,subscribers_meeting,ፈራሚዎች ጉባኤ,noun,no,same,Meeting of subscribers,Formation stage
የንግድ መዝገብ,commercial_register,የንግድ መዝገብ,noun,no,same,Official trade register,Public record
ምዝገባ,registration,ምዝገባ,noun,no,same,Legal registration act,Creates personality
ሕጋዊ ሁኔታዎች,legal_conditions,ሕጋዊ ሁኔታዎች,noun,no,same,Statutory legal conditions,Validity test
ማህበር መፍረስ,company_dissolution,ማህበር መፍረስ,verb_phrase,no,same,Judicial or statutory dissolution,End of existence
የአክሲዮን ዓይነት,share_type,የአክሲዮን ዓይነት,noun,no,same,Registered or bearer share,Classification
በስም የተመዘገበ አክሲዮን,registered_share,በስም የተመዘገበ አክሲዮን,noun,no,same,Share registered to owner,Modern default
ሊመጪው አክሲዮን,bearer_share,ሊመጪው አክሲዮን,noun,no,same,Bearer share,Transitional only
የሽግግር ጊዜ,transitional_period,የሽግግር ጊዜ,noun,no,same,Time allowed for conversion,Non-extendable
የዋጋ ብልጫ,share_premium,የዋጋ ብልጫ,noun,no,same,Amount above par value,Capital reserve
የአክሲዮን ምስክር ወረቀት,share_certificate,የአክሲዮን ምስክር ወረቀት,noun,no,same,Certificate evidencing ownership,Post-registration only
አክሲዮን አለመከፋፈል,indivisible_share,አክሲዮን አለመከፋፈል,noun,no,same,Share indivisibility rule,Single unit
የጋራ ባለቤትነት,joint_ownership,የጋራ ባለቤትነት,noun,no,same,Joint ownership of share,Requires representative
የጋራ ወኪል,joint_representative,የጋራ ወኪል,noun,no,same,Representative of joint owners,Mandatory for rights
መያዣ,pledge,መያዣ,noun,no,same,Pledge over shares,Security interest
አላባ,usufruct,አላባ,noun,no,same,Usufruct right over shares,Civil law concept
የቀዳሚነት መብት,preemptive_right,የቀዳሚነት መብት,noun,no,same,Right of first refusal,Shareholder protection
የአክሲዮን መዝገብ,share_register,የአክሲዮን መዝገብ,noun,no,same,Register of shareholders,Authoritative record
ግልባጭ መስጠት,certified_extract,ግልባጭ መስጠት,verb_phrase,no,same,Providing certified copy,Access right
የመንግስት አካል,public_authority,የመንግስት አካል,noun,no,same,Competent government body,Regulatory power
የራስ አክሲዮን መግዛት,treasury_shares,የራስ አክሲዮን መግዛት,verb_phrase,no,same,Company buying own shares,Strict conditions
ድምፅ መታገድ,voting_suspension,ድምፅ መታገድ,noun,no,same,Suspension of voting rights,Automatic consequence
የራስ አክሲዮን መግዛት,capital_reduction_context,የራስ አክሲዮን መግዛት,verb_phrase,no,same,When company repurchases its own shares as part of capital reduction,Highly regulated act
የባለአክሲዮኖች አስቸኳይ ጠቅላላ ጉባኤ,extraordinary_general_meeting,የባለአክሲዮኖች አስቸኳይ ጠቅላላ ጉባኤ,noun,no,same,Meeting convened for fundamental decisions,Distinct from ordinary meeting
አክሲዮን ዝውውር,share_transfer,አክሲዮን ዝውውር,noun,no,same,Transfer of share ownership,Core company law concept
የአክሲዮን ዝውውር ገደብ,transfer_restriction,የአክሲዮን ዝውውር ገደብ,noun,no,same,Restriction on share transfer,Must not cause excessive harm
