legal_term,sense_id,plain_term,category,change_policy,context,notes
የቦርድ ፈቃድ,board_approval,የቦርድ ፈቃድ,noun,no,same,Prior approval by board of directors,Procedural requirement
የቅድሚያ መብት,preemption_right,የቅድሚያ መብት,noun,no,same,Right to purchase shares first,Shareholder protection
ልዩ መብት ያላቸው አክሲዮኖች,preferred_shares,ልዩ መብት ያላቸው አክሲዮኖች,noun,no,same,Shares with preferential rights,Includes dividend or liquidation priority
ድምፅ መገደብ,voting_limitation,ድምፅ መገደብ,noun,no,same,Limitation of voting rights,Quantitative statutory cap
ትርፍ ብቻ የሚያስገኙ አክሲዮኖች,profit_only_shares,ትርፍ ብቻ የሚያስገኙ አክሲዮኖች,noun,no,same,Shares entitled only to profits,No voting by default
ያልተከፈለ የአክሲዮን ዋጋ,unpaid_share_capital,ያልተከፈለ የአክሲዮን ዋጋ,noun,no,same,Outstanding unpaid share value,Triggers liability
በዓይነት መዋጮ,in_kind_contribution_timing,በዓይነት መዋጮ,noun,no,same,Non-cash contribution to capital,Requires registration formalities
ሊመጪው አክሲዮን,bearer_share_legacy,ሊመጪው አክሲዮን,noun,no,same,Legacy bearer share regime,Transitional treatment
ጊዜያዊ የምስክር ወረቀት,temporary_share_certificate,noun,no,Temporary certificate issued before full payment,same,No transfer before full payment,same
በሐራጅ መሸጥ,auction_sale,በሐራጅ መሸጥ,verb_phrase,no,same,Forced sale of shares for non-payment,Enforcement mechanism
ዋና ገንዘብ መቀነስ,capital_reduction,ዋና ገንዘብ መቀነስ,noun,no,same,Reduction of share capital,Requires special procedure
ድምፅ መጥፋት,voting_right_loss,ድምፅ መጥፋት,noun,no,same,Loss of voting rights due to non-payment,Automatic sanction
የአናሳ ባለአክሲዮኖች መብት,minority_exit_right,noun,no,Right of minority shareholders to exit,same,Triggered by 90% control,same
የአክሲዮን ዋጋ ግምገማ,share_valuation,noun,no,Judicial or expert valuation of shares,same,Dispute resolution tool,same
ባለሞያ መሾም,expert_appointment,verb_phrase,no,Court appointment of valuation expert,same,Procedural safeguard,same
የዳይሬክተሮች ቦርድ,board_of_directors,noun,no,Company governing body,same,Collective responsibility,same
ቋሚ ተወካይ,permanent_representative,noun,no,Representative of legal-person director,same,Mandatory designation,same
ከዳይሬክተርነት መውረድ,removal_for_misconduct,verb_phrase,no,Removal due to misuse of powers,same,Sanction,same
የሥራ ዘመን,term_of_office,noun,no,Fixed mandate period,same,Typically three years,same
የቦርድ ሰብሳቢ,board_chairperson,noun,no,Chair of the board,same,Must be non-executive,same
ኮሚቴ ማቋቋም,board_committee,verb_phrase,no,Creation of board committees,same,Delegated oversight,same
ቃለ ጉባኤ,minutes_of_meeting,noun,no,Official meeting minutes,same,Evidentiary record,same
በኤሌክትሮኒክ ዘዴ ስብሰባ,electronic_meeting,noun,no,Remote board meeting via electronic means,same,Subject to safeguards,same
ውክልና,proxy_representation,noun,no,Representation by proxy at board meeting,same,Written form required,same
የመታመን ግዴታ,fiduciary_duty,noun,no,Duty to act in company’s best interest,same,Core directors’ duty,same
ጥንቃቄና ትጋት,duty_of_care,noun,no,Standard of care for directors,same,Objective test,same
የጥቅም ግጭት,conflict_of_interest,noun,no,Conflict between personal and company interest,same,Disclosure required,same
ውድድር መከልከል,non_compete,prohibition,no,Restriction on competing with the company,same,Requires approval to lift,same
መረጃ እና የንግድ ዕድል መጠቀም,corporate_opportunity,prohibition,no,Use of company information or opportunity,same,Survives resignation,same
ማሳወቅ ግዴታ,disclosure_obligation,noun,no,Duty to disclose conflicts or changes,same,Strict time limits,same
ሸሪክ,partner_status,ሸሪክ,noun,no,same,Member of a partnership,Core partnership role
ማህበሩ እንዲፈርስ,dissolution_order,ማህበር መፍረስ,verb_phrase,no,same,Court-ordered dissolution of a company or partnership,Judicial power
ከማህበሩ ማስወጣት,expulsion_of_partner,ከማህበር ማስወጣት,verb_phrase,no,same,Removal of a partner by court order or agreement,Distinct from dissolution
የነበረው ድርሻ,exit_share,የነበረ ድርሻ,noun,no,same,Value of partner’s share at time of exit,Basis for settlement
ተፈፃሚ ይሆናል,applicability,ተፈፃሚ ይሆናል,verb_phrase,no,same,Provision applies to a given entity,Legal effect clause
የንግድ ሕግ,commercial_code_reference,የንግድ ሕግ,noun,no,same,Reference to the Commercial Code,Statutory source
አደራጅ,promoter,አደራጅ,noun,no,same,Person initiating company formation,Distinct legal role
መሥራቾች,founders,መሥራቾች,noun,no,same,Persons establishing a company,Different from promoters in some contexts
በይርጋ ይታገዳል,limitation_of_action,በይርጋ ይታገዳል,verb_phrase,no,same,Claim barred by limitation period,Procedural bar
የሕግ ሰውነት,legal_personality,የሕግ ሰውነት,noun,no,same,Separate legal personality acquired upon registration,Foundational concept
መመስረቻ ጽሁፍ,memorandum_of_association,መመስረቻ ጽሁፍ,noun,no,same,Constitutive document of a company,Formal requirement
የፈራሚዎች ጉባኤ,subscribers_meeting,የፈራሚዎች ጉባኤ,noun,no,same,Meeting of share subscribers before registration,Pre-incorporation body
የምስረታ ኦዲት,incorporation_audit,የምስረታ ኦዲት,noun,no,same,Audit verifying formation requirements,External verification
በንግድ መዝገብ መግባት,commercial_registration,በንግድ መዝገብ መመዝገብ,verb_phrase,no,same,Entry of company in commercial register,Condition for legal personality
የአክሲዮን ባለቤትነት ምስክር ወረቀት,share_certificate,የአክሲዮን ባለቤትነት ምስክር ወረቀት,noun,no,same,Document evidencing share ownership,No value before registration
ከማህበሩ ማስወጣት,partner_expulsion,ከማህበሩ ማስወጣት,verb_phrase,no,same,Court orders removal of a partner instead of dissolving the partnership,Alternative remedy to dissolution
ፍርድ ቤት ማዘዝ,court_order,ፍርድ ቤት ማዘዝ,verb_phrase,no,same,Judicial power to order continuation or expulsion,Binding judicial act
የወጣበት ጊዜ የነበረው ድርሻ,exit_share_valuation,የወጣበት ጊዜ ድርሻ,noun,no,same,Valuation of a partner’s share at time of exit,Basis for settlement
በውል መወሰን,contractual_determination,በውል መወሰን,verb_phrase,no,same,Grounds determined by agreement among partners,Party autonomy
የመጠየቅ መብት,claim_right,የመጠየቅ መብት,noun,no,same,Right to demand payment or performance,Substantive right
አደራጅነት,promoter_status,አደራጅነት,noun,no,same,Legal status of a company promoter,Distinct from shareholder
የሕዝብ ጥሪ,public_subscription,የሕዝብ ጥሪ,noun,no,same,Invitation to the public to subscribe shares,Public offering context
ለሕዝብ ክፍት ያልሆነ ማህበር,private_share_company,ለሕዝብ ክፍት ያልሆነ ማህበር,noun,no,same,Share company not open to public subscription,Private regime
በይርጋ መታገድ,limitation_bar,በይርጋ መታገድ,verb_phrase,no,same,Action barred due to lapse of statutory time,Procedural extinction
የሽግግር ጊዜ,transitional_period,noun,no,Period allowed for conversion of bearer shares,same,Time-limited regime,same
ሊመጪው አክሲዮን,bearer_share,noun,no,Share issued to bearer under former law,same,Legacy instrument,same
የአክሲዮን ዋጋ ብልጫ,share_premium,noun,no,Difference between nominal value and issue price,same,Capital reserve concept,same
የአክሲዮን አለመከፋፈል,indivisible_share,condition,no,Share cannot be divided among multiple holders,same,Unitary nature,same
የጋራ ወኪል,joint_representative,noun,no,Representative appointed by joint shareholders,same,Single voice rule,same
በአንድነትና በተናጠል ተጠያቂ,joint_and_several_liability,noun,no,Joint owners liable together and individually,same,High-risk liability,same
መያዣ አክሲዮን,pledged_share,noun,no,Share given as security or pledge,same,Affects voting and payment,same
የቀሪ ገንዘብ ክፍያ,call_on_unpaid_capital,noun,no,Company demand for unpaid share capital,same,Triggers enforcement,same
በሐራጅ መሸጥ,enforced_sale,verb_phrase,no,Sale of shares due to non-payment,same,Statutory enforcement,same
ግዕዝ አልባ አክሲዮን,dematerialized_share,noun,no,Electronically recorded share without certificate,same,Modern issuance form,same
የአክሲዮን መዝገብ,share_register,noun,no,Official register of shareholders,same,Evidentiary and regulatory,same
የመዝገብ ግልባጭ,register_extract,noun,no,Certified extract from share register,same,Access right,same
የራስ አክሲዮን መግዛት,treasury_shares,verb_phrase,no,Company repurchase of its own shares,same,Strictly conditioned,same
ድምፅ መታገድ,voting_suspension,noun,no,Suspension of voting rights for certain shares,same,Protective sanction,same
ቅድመ ኪሳራ የክፍያ ጥያቄ,pre_insolvency_claim,ቅድመ ኪሳራ የክፍያ ጥያቄ,noun,no,same,Claims submitted before insolvency proceedings,Core insolvency concept
መልሶ የማደራጀት ሥነ ሥርዓት,reorganization_proceeding,መልሶ የማደራጀት ሥነ ሥርዓት,noun,no,same,Formal restructuring procedure under court supervision,Distinct from liquidation
መልሶ የማደራጀት ኃላፊ,reorganization_administrator,መልሶ የማደራጀት ኃላፊ,noun,no,same,Person appointed to manage restructuring process,Judicially supervised role
ተቆጣጣሪ ዳኛ,supervising_judge,ተቆጣጣሪ ዳኛ,noun,no,same,Judge supervising the restructuring process,Oversight authority
የጊዜ ገደብ,time_limit,የጊዜ ገደብ,noun,no,same,Statutory deadline for filing claims or actions,Procedural requirement
ዋስትና መብት,security_right,ዋስትና መብት,noun,no,same,Right secured by collateral,Priority affecting claims
ዋስትና ያለው ገንዘብ ጠያቂ,secured_creditor,ዋስትና ያለው ገንዘብ ጠያቂ,noun,no,same,Creditor holding a security right,Priority creditor
ዋስትና የሌለው ገንዘብ ጠያቂ,unsecured_creditor,ዋስትና የሌለው ገንዘብ ጠያቂ,noun,no,same,Creditor without collateral,Lower priority
በጊዜው መቅረብ,timely_filing,በጊዜው መቅረብ,condition,no,same,Requirement that claims be filed within deadline,Eligibility condition
ተቀባይነት መስጠት,claim_admission,ተቀባይነት መስጠት,verb_phrase,no,same,Formal acceptance of a claim by administrator,Affects participation
ውድቅ ማድረግ,claim_rejection,ውድቅ ማድረግ,verb_phrase,no,same,Rejection of a claim with stated reasons,Requires justification
ጊዜያዊ ተቀባይነት,provisional_admission,ጊዜያዊ ተቀባይነት,noun,no,same,Temporary acceptance of uncertain claims,Subject to later adjustment
ክርክር,dispute,ክርክር,noun,no,same,Dispute over claims,security
ይግባኝ,appeal,ይግባኝ,noun,no,same,Right to challenge a judicial or administrative decision,Procedural remedy
የተረጋገጡ ዝርዝር,final_verified_list,noun,no,Final list of verified and admitted claims,same,Basis for voting and distribution,same
ቅድሚያ የማግኘት መብት,priority_right,noun,no,Statutory or contractual right to priority payment,same,Affects ranking,same
ፈራሽ,voidable_act,ፈራሽ,verb_phrase,no,same,Transaction subject to avoidance in insolvency,Distinct from nullity
ፈራሽ ማድረግ,avoidance_action,ፈራሽ ማድረግ,verb_phrase,no,same,Legal action to invalidate harmful transactions,Protects estate
ይርጋ,limitation_period,noun,no,Time limit barring avoidance or claims,same,Procedural extinction,same
መልሶ የማደራጀት ዕቅድ,reorganization_plan,መልሶ የማደራጀት ዕቅድ,noun,no,same,Plan for restructuring debtor obligations,Central restructuring instrument
የገንዘብ ጠያቂዎች መደብ,creditor_class,noun,no,Grouping of creditors for voting and treatment,same,Based on similarity of interests,same
አብላጭ ድምፅ,qualified_majority,noun,no,Required majority for approving plans or decisions,same,Typically two-thirds,same
መጽደቅ,plan_confirmation,መጽደቅ,verb_phrase,no,same,Court or creditor approval of a plan,Binding effect
አስገዳጅ ተፈፃሚነት,binding_effect,noun,no,Legal binding force of approved plan or judgment,same,Applies to all parties,same
መክሰር ሥነ ሥርዓት,bankruptcy_proceeding,noun,no,Liquidation procedure following failed reorganization,same,Distinct legal regime,same
በመንቀሳቀስ ላይ መሸጥ,going_concern_sale,verb_phrase,no,Sale of business as a going concern,same,Value-preserving sale,same
ጨረታ,bidding_process,noun,no,Competitive process for sale of business or assets,same,Ensures transparency,same
የሚስጥር ጥበቃ ስምምነት,confidentiality_agreement,noun,no,Agreement to protect sensitive information in bidding,same,Precondition to access data,same
የባለዕዳ ግዴታ,fiduciary_duty,noun,no,Duty of directors and managers toward creditors,same,Heightened near insolvency,same
ቀላል መልሶ የማደራጀት ሥነ ሥርዓት,simplified_reorganization,ቀላል መልሶ የማደራጀት ሥነ ሥርዓት,noun,no,same,Simplified restructuring procedure ordered by court,Distinct from ordinary reorganization
የቆይታ ጊዜ,procedure_duration,የቆይታ ጊዜ,noun,no,same,Time period fixed by court for a procedure,Procedural limit
መልሶ የማደራጀት ኃላፊ,reorganization_officer,መልሶ የማደራጀት ኃላፊ,noun,no,same,Person appointed to manage reorganization process,Judicial appointment
የገንዘብ ጠያቂዎች መደብ,creditor_classification,የገንዘብ ጠያቂዎች መደብ,noun,no,same,Grouping creditors by legal priority,Basis for voting
ቀላል መልሶ የማደራጀት ሥነ ሥርዓት መቋረጥ,simplified_reorg_termination,ቀላል መልሶ የማደራጀት ሥነ ሥርዓት መቋረጥ,verb_phrase,no,same,Termination when plan is not approved,Leads to conversion
መክሰር ሥነ ሥርዓት,bankruptcy_procedure,መክሰር ሥነ ሥርዓት,noun,no,same,Formal insolvency liquidation process,Distinct legal regime
ክፍያዎችን ማቋረጥ,payment_cessation,ክፍያዎችን ማቋረጥ,verb_phrase,no,same,Debtor stops paying due debts,Key insolvency trigger
የመክሰር አቤቱታ,bankruptcy_petition,noun,no,Application to open bankruptcy proceedings,same,Filed by debtor or creditor,same
በራሱ ተነሳሽነት,court_ex_officio,በራሱ ተነሳሽነት,condition,no,same,Court acts without party request,Judicial initiative
ንብረት ጠባቂ,estate_administrator,ንብረት ጠባቂ,noun,no,same,Person administering bankrupt estate,Central insolvency role
ተቆጣጣሪ ዳኛ,supervising_judge,ተቆጣጣሪ ዳኛ,noun,no,same,Judge overseeing insolvency procedure,Oversight authority
በአንድነትና በተናጠል ኃላፊ,joint_and_several_liability,በአንድነትና በተናጠል ኃላፊ,noun,no,same,Liability together and individually,High risk liability
የመክሰር ፍርድ,bankruptcy_judgment,noun,no,Court decision opening bankruptcy,same,Produces immediate effects,same
የፍርድ ማስታወቂያ,judgment_publication,noun,no,Official notification of bankruptcy judgment,same,Starts deadlines,same
ይግባኝ,appeal,noun,no,Challenge against insolvency decision,same,Time-bound remedy,same
መቃወሚያ,objection,noun,no,Formal opposition to court decision,same,Distinct from appeal,same
የገንዘብ ጠያቂዎች ኮሚቴ,creditors_committee,noun,no,Committee representing creditors in insolvency,same,Supervisory body,same
ከባድ ቸልተኝነት,gross_negligence,noun,no,Severe lack of due care,same,Threshold for liability,same
እሽግ,sealing_of_assets,noun,no,Judicial sealing of debtor assets,same,Preservation measure,same
ሊታሸግ የማይችሉ ዕቃዎች,non_seizable_items,noun,no,Assets exempt from sealing or seizure,same,Minimum protection,same
የዕቃ ዝርዝር መዝገብ,inventory_register,noun,no,Official inventory of debtor assets,same,Basis for administration,same
መብቶች መገፈፍ,loss_of_disposition_rights,noun,no,Debtor loses control over assets upon bankruptcy,same,Automatic legal effect,same
የባንክ ሒሳብ መክፈት,estate_bank_account,verb_phrase,no,Opening bank account in name of estate,same,Transparency requirement,same
የአጠባበቅ ሥራዎች,conservatory_measures,noun,no,Temporary protective acts before takeover,same,Limited scope,same
በተፋጠነ ሥነ ሥርዓት,summary_procedure,condition,no,Accelerated hearing and decision,same,Procedural efficiency,same
የመክሰር መክፈቻ ፍርድ,bankruptcy_opening_order,የመክሰር መክፈቻ ፍርድ,noun,no,same,Court order formally opening bankruptcy proceedings,Creates legal effects
ክፍያ የደረሰ ገንዘብ ጥያቄ,due_payment_claim,noun,no,Claim whose payment date has arrived,same,Condition for petition,same
ንብረት አጣሪ,property_seizure_officer,noun,no,Person appointed to prevent dissipation of assets,same,Temporary role,same
የንግድ ሥራ ማቋረጥ,business_cessation,noun,no,Stopping commercial operations,same,May indicate insolvency,same
የመክሰር ሥነ ሥርዓት መጀመር,bankruptcy_initiation,verb_phrase,no,Commencement of bankruptcy process,same,Triggered by petition or court,same
የአቤቱታ መልስ,petition_response,noun,no,Debtor response accepting or opposing petition,same,Procedural right,same
የመክሰር ብቃት,bankruptcy_eligibility,noun,no,Legal suitability for bankruptcy proceedings,same,Evaluated by court,same
ወደ መልሶ የማደራጀት መመለስ,reversion_to_reorganization,verb_phrase,no,Conversion from bankruptcy to reorganization,same,Protective alternative,same
የመክሰር መግለጫ,bankruptcy_declaration,noun,no,Formal declaration of bankruptcy status,same,Public legal status,same
ከሞት በኋላ መክሰር,posthumous_bankruptcy,noun,no,Bankruptcy declared after debtor’s death,same,Special regime,same
ወራሽ,heir,noun,no,Successor receiving estate of deceased debtor,same,Subject to separation rules,same
የንብረት መለየት,separation_of_estates,noun,no,Keeping inherited assets separate,same,Protects heirs,same
የመክሰር መቃወሚያ,bankruptcy_opposition,noun,no,Objection against bankruptcy opening,same,Time limited,same
የመክሰር ውሳኔ መፈጸም,bankruptcy_enforcement,noun,no,Immediate execution of bankruptcy judgment,same,No suspensive effect,same
የንብረት ጠባቂ መተካት,estate_administrator_replacement,verb_phrase,no,Replacement of estate administrator,same,For cause or request,same
የተላለፈ ሥልጣን,delegated_authority,noun,no,Limited authority delegated to experts,same,Requires approval,same
የገንዘብ ጠያቂዎች ምክር,creditors_consultation,noun,no,Consultative role of creditors committee,same,Non binding,same
የንብረት እሽግ ማንሳት,lifting_of_seal,verb_phrase,no,Removal of asset seals for inventory or use,same,Judicially controlled,same
የመዝገብ ማስረከብ,records_surrender,noun,no,Delivery of books and records to administrator,same,Mandatory duty,same
የንብረት ሽያጭ,estate_sale,noun,no,Sale of estate assets to satisfy claims,same,Court supervised,same
የሚቀንስ ዋጋ ያላቸው ዕቃዎች,perishable_assets,noun,no,Assets likely to lose value quickly,same,Eligible for early sale,same
የገቢ እና ወጪ ሒሳብ,income_expense_account,noun,no,Accounting of estate cash flows,same,Transparency tool,same
የምስክር ወረቀት,formal_certificate,የምስክር ወረቀት,noun,no,same,Document issued to formally attest completion or compliance,Legal proof document
የተመዘገበ ሥራ ተቋራጭ,registered_contractor,የተመዘገበ ሥራ ተቋራጭ,noun,no,same,Contractor officially registered with the competent authority,Registration status is legally material
ዋስትና,liability_guarantee,ዋስትና,noun,no,same,Security provided to cover potential damage or loss,Distinct from insurance
የመሬት አጠቃቀም,land_use,የመሬት አጠቃቀም,noun,no,same,Legal designation of land utilization,Planning law concept
አጠቃላይ ፕላን,master_plan,አጠቃቃይ ፕላን,noun,no,same,Approved national,regional
መርሃ-ግብር,program_framework,መርሃ-ግብር,noun,no,same,Formally approved program or scheme,Context dependent term
የተፋጠነ ትምህርት,accelerated_education,የተፋጠነ ትምህርት,noun,no,same,Alternative education delivered through accelerated methods,Defined statutory concept
የተፋጠነ ዝውውር,accelerated_promotion,የተፋጠነ ዝውውር,noun,no,same,Fast-track grade progression without waiting full academic calendar,Distinct from regular promotion
የግዴታ ትምህርት,compulsory_education,የግዴታ ትምህርት,noun,no,same,Education mandated by law for specified age groups,Core legal obligation
የመግቢያ ዕድሜ,entry_age,የመግቢያ ዕድሜ,noun,no,same,Legally defined age for school admission,Age thresholds strictly regulated
ሕጋዊ ደረሰኝ,legal_receipt,ሕጋዊ ደረሰኝ,noun,no,same,Official receipt recognized by law,Required for payments
የክፍል ዝውውር,grade_promotion,የክፍል ዝውውር,noun,no,same,Movement of a student from one grade to the next,Subject to performance criteria
አስገዳጅ የሕግ ትርጉም,binding_interpretation,አስገዳጅ የሕግ ትርጉም,noun,no,same,Authoritative legal interpretation binding on courts,Has normative legal effect
ሐቀኝነት የጎደለው ተግባር,bad_faith_act,ሐቀኝነት የጎደለው ተግባር,verb_phrase,no,same,Acts committed without good faith by the debtor,Triggers adverse procedural consequences
ወዲያውኑ,immediate_effect,ወዲያውኑ,connector,no,same,Indicates immediate legal effect without delay,Temporal legal force
አቤቱታ ማቅረብ,petition_filing,አቤቱታ ማቅረብ,verb_phrase,no,same,Formal submission of a petition to a court,Procedural initiation act
ንዑስ አንቀጽ,sub_article,ንዑስ አንቀጽ,noun,no,same,Subdivision of a legal article,Used for precise legal reference
ማስረዳት,proof_establishment,ማስረዳት,verb_phrase,no,same,Establishing facts with evidence before court,Burden of proof concept
የግለ ኃላፊነት,personal_liability,የግለ ኃላፊነት,noun,no,same,Individual liability imposed on a person,Distinct from institutional liability
ከዕዳዎች ነጻ መሆን,debt_discharge,ከዕዳዎች ነጻ መሆን,verb_phrase,no,same,Release of debtor from remaining debts after procedure,Conditional legal relief
ቀሪ ያልታወቁ ዕዳዎች,unknown_residual_debts,ቀሪ ያልታወቁ ዕዳዎች,noun,no,same,Debts not known at time of closure,Included in discharge
መልሶ መክፈት,reopening_procedure,መልሶ መክፈት,verb_phrase,no,same,Reopening a closed insolvency procedure,Exceptional remedy
የምዝገባ መሰረዝ,deregistration,የምዝገባ መሰረዝ,verb_phrase,no,same,Removal from official commercial register,Legal status change
የሰውነት መብት,legal_personality,noun,no,Recognition as a legal person under law,same,Foundational legal status,same
የፕላን ስምምነት,plan_conformity_clearance,noun,no,Official confirmation that a design conforms to urban plans,same,Precondition for permit,same
የማስቆሚያ ትዕዛዝ,stop_work_order,noun,no,Order to halt construction activities,same,Enforcement measure,same
አስጊ ሕንፃ,dangerous_building,noun,no,Building posing safety or structural risk,same,Triggers intervention,same
የመጠቀሚያ ፈቃድ,occupancy_permit,noun,no,Authorization to use a completed building,same,Use without it is prohibited,same
የጊዜ ገደብ,time_limit,noun,no,Legally fixed time period for an act or validity,same,Procedural constraint,same

